TestCase,iteration,before/after,PS-MarkSweep.count,PS-MarkSweep.time,PS-Scavenge.count,PS-Scavenge.time,blocked.count,count,daemon.count,deadlock.count,deadlocks,heap.committed,heap.init,heap.max,heap.usage,heap.used,loaded,name,new.count,non-heap.committed,non-heap.init,non-heap.max,non-heap.usage,non-heap.used,pools.Code-Cache.committed,pools.Code-Cache.init,pools.Code-Cache.max,pools.Code-Cache.usage,pools.Code-Cache.used,pools.Compressed-Class-Space.committed,pools.Compressed-Class-Space.init,pools.Compressed-Class-Space.max,pools.Compressed-Class-Space.usage,pools.Compressed-Class-Space.used,pools.Metaspace.committed,pools.Metaspace.init,pools.Metaspace.max,pools.Metaspace.usage,pools.Metaspace.used,pools.PS-Eden-Space.committed,pools.PS-Eden-Space.init,pools.PS-Eden-Space.max,pools.PS-Eden-Space.usage,pools.PS-Eden-Space.used,pools.PS-Eden-Space.used-after-gc,pools.PS-Old-Gen.committed,pools.PS-Old-Gen.init,pools.PS-Old-Gen.max,pools.PS-Old-Gen.usage,pools.PS-Old-Gen.used,pools.PS-Old-Gen.used-after-gc,pools.PS-Survivor-Space.committed,pools.PS-Survivor-Space.init,pools.PS-Survivor-Space.max,pools.PS-Survivor-Space.usage,pools.PS-Survivor-Space.used,pools.PS-Survivor-Space.used-after-gc,runnable.count,terminated.count,timed_waiting.count,total.committed,total.init,total.max,total.used,unloaded,uptime,vendor,waiting.count
org.apache.nifi.registry.service.TestRegistryService.testGetBucketDoesNotExist,0,after,1,31,7,47,0,4,3,0,[],187170816,125829120,954728448,0.12160108588279962,116096016,4600,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3708112E7,33708112,8192000,2555904,251658240,0.03087336222330729,7769536,3276800,0,1073741824,0.002877950668334961,3090176,23724032,0,-1,0.9630909282199586,22848400,124780544,31457280,338690048,0.328672072466682,111317960,0,52953088,83886080,716177408,0.010120821906741856,7248304,7248304,9437184,5242880,9437184,0.0,0,0,2,0,0,222363648,128385024,954728447,152274376,0,3354,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetExistingBucket,0,before,1,31,7,47,0,4,3,0,[],187170816,125829120,954728448,0.12418846871943215,118566264,4600,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3723576E7,33723576,8192000,2555904,251658240,0.030926005045572916,7782784,3276800,0,1073741824,0.002877950668334961,3090176,23724032,0,-1,0.9631843356137776,22850616,124780544,31457280,338690048,0.328672072466682,111317960,0,52953088,83886080,716177408,0.010120821906741856,7248304,7248304,9437184,5242880,9437184,0.0,0,0,2,0,0,222363648,128385024,954728447,152289840,0,3369,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetExistingBucket,0,after,1,31,7,47,0,4,3,0,[],187170816,125829120,954728448,0.12418846871943215,118566264,4600,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3726232E7,33726232,8192000,2555904,251658240,0.030936431884765626,7785408,3276800,0,1073741824,0.002877950668334961,3090176,23724032,0,-1,0.9631856844570097,22850648,124780544,31457280,338690048,0.328672072466682,111317960,0,52953088,83886080,716177408,0.010120821906741856,7248304,7248304,9437184,5242880,9437184,0.0,0,0,2,0,0,222363648,128385024,954728447,154764272,0,3372,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetLatestSnapshotMetadataWhenNoVersionsExist,0,before,1,31,7,47,0,4,3,0,[],187170816,125829120,954728448,0.12677597724625464,121036632,4600,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3742936E7,33742936,8192000,2555904,251658240,0.030994415283203125,7800000,3276800,0,1073741824,0.002877950668334961,3090176,23724032,0,-1,0.9632747081103246,22852760,124780544,31457280,338690048,0.33596596260188905,113788328,0,52953088,83886080,716177408,0.010120821906741856,7248304,7248304,9437184,5242880,9437184,0.0,0,0,2,0,0,222363648,128385024,954728447,154781744,0,3387,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetLatestSnapshotMetadataWhenNoVersionsExist,0,after,1,31,7,47,0,4,3,0,[],187170816,125829120,954728448,0.12677597724625464,121036632,4600,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3745176E7,33745600,8192000,2555904,251658240,0.03100306193033854,7802176,3276800,0,1073741824,0.002877950668334961,3090176,23724032,0,-1,0.9633445107475829,22854416,124780544,31457280,338690048,0.33596596260188905,113788328,0,52953088,83886080,716177408,0.010120821906741856,7248304,7248304,9437184,5242880,9437184,0.0,0,0,2,0,0,222363648,128385024,954728447,154785128,0,3389,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowValid,0,before,1,31,7,47,0,4,3,0,[],187170816,125829120,954728448,0.12936477619236084,123508232,4600,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3751328E7,33751328,8192000,2555904,251658240,0.031019846598307293,7806400,3276800,0,1073741824,0.002877950668334961,3090176,23724032,0,-1,0.9633586736015194,22854752,124780544,31457280,338690048,0.3432634902812379,116259928,0,52953088,83886080,716177408,0.010120821906741856,7248304,7248304,9437184,5242880,9437184,0.0,0,0,2,0,0,222363648,128385024,954728447,157264616,0,3400,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowValid,0,after,1,31,7,47,0,4,3,0,[],187170816,125829120,954728448,0.13195211713226335,125978440,4601,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.37852E7,33785200,8192000,2555904,251658240,0.031128438313802083,7833728,3276800,0,1073741824,0.0028784647583961487,3090728,23724032,0,-1,0.9636112444967196,22860744,124780544,31457280,338690048,0.35055690800811484,118730136,0,52953088,83886080,716177408,0.010120821906741856,7248304,7248304,9437184,5242880,9437184,0.0,0,0,2,0,0,222363648,128385024,954728447,159763640,0,3414,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testUpdateBucketWithSameNameAsExistingBucket,0,before,1,31,7,47,0,4,3,0,[],187170816,125829120,954728448,0.13454001948834776,128449184,4601,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3798792E7,33798792,8192000,2555904,251658240,0.031168365478515626,7843776,3276800,0,1073741824,0.0028784647583961487,3090728,23724032,0,-1,0.9637606288846685,22864288,124780544,31457280,338690048,0.35785190830289765,121200880,0,52953088,83886080,716177408,0.010120821906741856,7248304,7248304,9437184,5242880,9437184,0.0,0,0,2,0,0,222363648,128385024,954728447,162253176,0,3428,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testUpdateBucketWithSameNameAsExistingBucket,0,after,1,31,7,47,0,4,3,0,[],187170816,125829120,954728448,0.13454001948834776,128449184,4601,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3813128E7,33813832,8192000,2555904,251658240,0.031223297119140625,7857600,3276800,0,1073741824,0.0028784647583961487,3090728,23724032,0,-1,0.9638496525379834,22866400,124780544,31457280,338690048,0.35785190830289765,121200880,0,52953088,83886080,716177408,0.010120821906741856,7248304,7248304,9437184,5242880,9437184,0.0,0,0,2,0,0,222363648,128385024,954728447,162264616,0,3431,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowsByBucketExists,0,before,1,31,7,47,0,4,3,0,[],187170816,125829120,954728448,0.13712740232498027,130919432,4601,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3815432E7,33815432,8192000,2555904,251658240,0.031226094563802084,7858304,3276800,0,1073741824,0.0028784647583961487,3090728,23724032,0,-1,0.9638496525379834,22866400,124780544,31457280,338690048,0.3651454441318571,123671128,0,52953088,83886080,716177408,0.010120821906741856,7248304,7248304,9437184,5242880,9437184,0.0,0,0,2,0,0,222363648,128385024,954728447,164734864,0,3442,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowsByBucketExists,0,after,1,31,7,47,0,4,3,0,[],187170816,125829120,954728448,0.13712740232498027,130919432,4602,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3818064E7,33818064,8192000,2555904,251658240,0.031226094563802084,7858304,3276800,0,1073741824,0.002879031002521515,3091336,23724032,0,-1,0.9639349668724102,22868424,124780544,31457280,338690048,0.3651454441318571,123671128,0,52953088,83886080,716177408,0.010120821906741856,7248304,7248304,9437184,5242880,9437184,0.0,0,0,2,0,0,222363648,128385024,954728447,164737496,0,3444,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowWithSameName,0,before,1,31,7,47,0,4,3,0,[],187170816,125829120,954728448,0.13712740232498027,130919432,4602,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3823016E7,33823016,8192000,2555904,251658240,0.0312408447265625,7862016,3276800,0,1073741824,0.002879031002521515,3091336,23724032,0,-1,0.9640546767092542,22871264,124780544,31457280,338690048,0.3684210526315789,124780544,0,52953088,83886080,716177408,0.010120821906741856,7248304,7248304,9437184,5242880,9437184,0.0,0,0,2,0,0,222363648,128385024,954728447,165853464,0,3456,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowWithSameName,0,after,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.01329768692510983,12695680,4602,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3860904E7,33860904,8192000,2555904,251658240,0.03134587605794271,7888448,3276800,0,1073741824,0.002879031002521515,3091336,23724032,0,-1,0.9644701204247238,22881120,200802304,31457280,346554368,0.011507019874007186,3987808,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,46557992,0,3472,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowSnapshotsWhenNoSnapshots,0,before,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.01329768692510983,12695680,4602,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3872088E7,33872088,8192000,2555904,251658240,0.031377919514973956,7896512,3276800,0,1073741824,0.002879031002521515,3091336,23724032,0,-1,0.9646016326398481,22884240,200802304,31457280,346554368,0.011507019874007186,3987808,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,46571096,0,3485,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowSnapshotsWhenNoSnapshots,0,after,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.013456408497005422,12847216,4604,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3884064E7,33884064,8192000,2555904,251658240,0.03139623006184896,7901120,3276800,0,1073741824,0.002880185842514038,3092576,23724032,0,-1,0.9648599361187845,22890368,200802304,31457280,346554368,0.011944284597792171,4139344,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,46734160,0,3487,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateSnapshotBucketDoesNotExist,0,before,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.017633370028165327,16835080,4604,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3918472E7,33918472,8192000,2555904,251658240,0.031491851806640624,7925184,3276800,0,1073741824,0.002880185842514038,3092576,23724032,0,-1,0.9652959496935428,22900712,200802304,31457280,346554368,0.023451466062606372,8127208,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,50753552,0,3500,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateSnapshotBucketDoesNotExist,0,after,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.017633370028165327,16835080,4604,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3956744E7,33956744,8192000,2555904,251658240,0.03159459431966146,7951040,3276800,0,1073741824,0.002880185842514038,3092576,23724032,0,-1,0.965819300867576,22913128,200802304,31457280,346554368,0.023451466062606372,8127208,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,50793872,0,3515,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetSnapshotDoesNotExistInPersistenceProvider,0,before,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.021810281283249244,20822896,4604,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3958792E7,33958792,8192000,2555904,251658240,0.031602732340494794,7953088,3276800,0,1073741824,0.002880185842514038,3092576,23724032,0,-1,0.965819300867576,22913128,200802304,31457280,346554368,0.034958509021014564,12115024,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,54781688,0,3525,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetSnapshotDoesNotExistInPersistenceProvider,0,after,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.021810281283249244,20822896,4604,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.39626E7,33962600,8192000,2555904,251658240,0.031611124674479164,7955200,3276800,0,1073741824,0.002880185842514038,3092576,23724032,0,-1,0.9658907895588743,22914824,200802304,31457280,346554368,0.034958509021014564,12115024,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,54785496,0,3527,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowExists,0,before,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.021810281283249244,20822896,4604,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3976648E7,33976648,8192000,2555904,251658240,0.03165028889973958,7965056,3276800,0,1073741824,0.002880185842514038,3092576,23724032,0,-1,0.9661052556327694,22919912,200802304,31457280,346554368,0.034958509021014564,12115024,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,54801144,0,3538,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowExists,0,after,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.021810281283249244,20822896,4604,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.399216E7,33992160,8192000,2555904,251658240,0.031685129801432295,7973824,3276800,0,1073741824,0.002880185842514038,3092576,23724032,0,-1,0.9663517567334254,22925760,200802304,31457280,346554368,0.034958509021014564,12115024,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,54815056,0,3548,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowSnapshots,0,before,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.0259874606774051,24810968,4604,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.3998176E7,33998176,8192000,2555904,251658240,0.03170903523763021,7979840,3276800,0,1073741824,0.002880185842514038,3092576,23724032,0,-1,0.9663517567334254,22925760,200802304,31457280,346554368,0.046466290680254825,16103096,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,58809144,0,3563,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowSnapshots,0,after,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.0259874606774051,24810968,4604,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.4001856E7,34001856,8192000,2555904,251658240,0.031722768147786455,7983296,3276800,0,1073741824,0.002880185842514038,3092576,23724032,0,-1,0.9663611986360497,22925984,200802304,31457280,346554368,0.046466290680254825,16103096,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,58812824,0,3566,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowBucketDoesNotExist,0,before,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.0259874606774051,24810968,4604,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.40458E7,34045800,8192000,2555904,251658240,0.03185907999674479,8017600,3276800,0,1073741824,0.002880185842514038,3092576,23724032,0,-1,0.966767537659703,22935944,200802304,31457280,346554368,0.046466290680254825,16103096,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,58867056,0,3586,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowBucketDoesNotExist,0,after,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.030164288139029036,28798704,4605,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.4088056E7,34088056,8192000,2555904,251658240,0.03197402954101562,8046528,3276800,0,1073741824,0.002880699932575226,3093128,23724032,0,-1,0.9673404588225138,22949216,200802304,31457280,346554368,0.05797310279465299,20090832,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,62895752,0,3599,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowInvalid,0,before,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.030164288139029036,28798704,4605,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.4144496E7,34144496,8192000,2555904,251658240,0.03212458292643229,8084416,3276800,0,1073741824,0.002880699932575226,3093128,23724032,0,-1,0.9680880551838743,22966952,200802304,31457280,346554368,0.05797310279465299,20090832,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,62943200,0,3617,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowInvalid,0,after,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.03434111560065297,32786440,4605,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.4179896E7,34179896,8192000,2555904,251658240,0.03222605387369792,8109952,3276800,0,1073741824,0.002880699932575226,3093128,23724032,0,-1,0.968596231871547,22979008,200802304,31457280,346554368,0.06947991490905116,24078568,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,66970064,0,3631,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowsByBucketDoesNotExist,0,before,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.03434111560065297,32786440,4605,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.418452E7,34184520,8192000,2555904,251658240,0.0322357177734375,8112384,3276800,0,1073741824,0.002880699932575226,3093128,23724032,0,-1,0.968596231871547,22979008,200802304,31457280,346554368,0.06947991490905116,24078568,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,66970960,0,3641,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowsByBucketDoesNotExist,0,after,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.03434111560065297,32786440,4605,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.4184944E7,34184944,8192000,2555904,251658240,0.0322357177734375,8112384,3276800,0,1073741824,0.002880699932575226,3093128,23724032,0,-1,0.968626918055076,22979736,200802304,31457280,346554368,0.06947991490905116,24078568,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,66976128,0,3644,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testUpdateBucketWithoutId,0,before,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.03851822796004084,36774448,4605,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.420208E7,34202080,8192000,2555904,251658240,0.032285308837890624,8124864,3276800,0,1073741824,0.002880699932575226,3093128,23724032,0,-1,0.968810360734634,22984088,200802304,31457280,346554368,0.0809875118930834,28066576,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,70976528,0,3658,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testUpdateBucketWithoutId,0,after,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.03851822796004084,36774448,4605,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.4202112E7,34202112,8192000,2555904,251658240,0.032285308837890624,8124864,3276800,0,1073741824,0.002880699932575226,3093128,23724032,0,-1,0.968811709577866,22984120,200802304,31457280,346554368,0.0809875118930834,28066576,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,70976560,0,3661,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFirstSnapshot,0,before,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.03851822796004084,36774448,4605,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.4209024E7,34209024,8192000,2555904,251658240,0.032303110758463545,8129344,3276800,0,1073741824,0.002880699932575226,3093128,23724032,0,-1,0.9689142216635014,22986552,200802304,31457280,346554368,0.0809875118930834,28066576,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,70986224,0,3674,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFirstSnapshot,0,after,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.04269505542166478,40762184,4608,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.4221672E7,34221672,8192000,2555904,251658240,0.03227564493815104,8122432,3276800,0,1073741824,0.002882353961467743,3094904,23724032,0,-1,0.96966384128971,23004336,200802304,31457280,346554368,0.09249432400748156,32054312,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,74983856,0,3689,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateBucketWithMissingName,0,before,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.04269505542166478,40762184,4608,8699@christian-ThinkPad-X250,0,35192832,2555904,-1,-3.4222424E7,34222424,8192000,2555904,251658240,0.03227589925130208,8122496,3276800,0,1073741824,0.002882353961467743,3094904,23724032,0,-1,0.9696928414191989,23005024,200802304,31457280,346554368,0.09249432400748156,32054312,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290521088,128385024,954728447,74984608,0,3700,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateBucketWithMissingName,0,after,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.04269505542166478,40762184,4609,8699@christian-ThinkPad-X250,0,35454976,2555904,-1,-3.4238496E7,34238496,8192000,2555904,251658240,0.032311503092447916,8131456,3276800,0,1073741824,0.0028828680515289307,3095456,23986176,0,-1,0.9593685963114754,23011584,200802304,31457280,346554368,0.09249432400748156,32054312,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290783232,128385024,954728447,78990280,0,3707,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testUpdateBucketDoesNotExist,0,before,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.046873835270906265,44751784,4609,8699@christian-ThinkPad-X250,0,35454976,2555904,-1,-3.424072E7,34240720,8192000,2555904,251658240,0.03231887817382813,8133312,3276800,0,1073741824,0.0028828680515289307,3095456,23986176,0,-1,0.959383938481899,23011952,200802304,31457280,346554368,0.10400651478731325,36043912,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290783232,128385024,954728447,78992504,0,3719,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testUpdateBucketDoesNotExist,0,after,1,31,8,49,0,4,3,0,[],255328256,125829120,954728448,0.046873835270906265,44751784,4609,8699@christian-ThinkPad-X250,0,35454976,2555904,-1,-3.4240752E7,34240752,8192000,2555904,251658240,0.03231887817382813,8133312,3276800,0,1073741824,0.0028828680515289307,3095456,23986176,0,-1,0.9593852725836749,23011984,200802304,31457280,346554368,0.10400651478731325,36043912,0,52953088,83886080,716177408,0.010132260413330436,7256496,7248304,1572864,5242880,1572864,0.922760009765625,1451376,1451376,2,0,0,290783232,128385024,954728447,78992536,0,3721,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
