TestCase,ProjectName,CommitHash,iteration,before/after,PS-MarkSweep.count,PS-MarkSweep.time,PS-Scavenge.count,PS-Scavenge.time,blocked.count,count,daemon.count,deadlock.count,deadlocks,heap.committed,heap.init,heap.max,heap.usage,heap.used,loaded,name,new.count,non-heap.committed,non-heap.init,non-heap.max,non-heap.usage,non-heap.used,pools.Code-Cache.committed,pools.Code-Cache.init,pools.Code-Cache.max,pools.Code-Cache.usage,pools.Code-Cache.used,pools.Compressed-Class-Space.committed,pools.Compressed-Class-Space.init,pools.Compressed-Class-Space.max,pools.Compressed-Class-Space.usage,pools.Compressed-Class-Space.used,pools.Metaspace.committed,pools.Metaspace.init,pools.Metaspace.max,pools.Metaspace.usage,pools.Metaspace.used,pools.PS-Eden-Space.committed,pools.PS-Eden-Space.init,pools.PS-Eden-Space.max,pools.PS-Eden-Space.usage,pools.PS-Eden-Space.used,pools.PS-Eden-Space.used-after-gc,pools.PS-Old-Gen.committed,pools.PS-Old-Gen.init,pools.PS-Old-Gen.max,pools.PS-Old-Gen.usage,pools.PS-Old-Gen.used,pools.PS-Old-Gen.used-after-gc,pools.PS-Survivor-Space.committed,pools.PS-Survivor-Space.init,pools.PS-Survivor-Space.max,pools.PS-Survivor-Space.usage,pools.PS-Survivor-Space.used,pools.PS-Survivor-Space.used-after-gc,runnable.count,terminated.count,timed_waiting.count,total.committed,total.init,total.max,total.used,unloaded,uptime,vendor,waiting.count
org.apache.nifi.registry.service.TestRegistryService.testDeleteFlowWithSnapshots,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.1167890704771374,111501848,4600,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.358904E7,33589040,8323072,2555904,251658240,0.030547587076822917,7687552,3276800,0,1073741824,0.002869337797164917,3080928,23724032,0,-1,0.9619174346080801,22820560,124780544,31457280,338690048,0.3077845617713574,104243568,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,145090888,0,3574,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testDeleteFlowWithSnapshots,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.1167890704771374,111501848,4600,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3597248E7,33597248,8323072,2555904,251658240,0.030565388997395835,7692032,3276800,0,1073741824,0.002869337797164917,3080928,23724032,0,-1,0.9620745748446132,22824288,124780544,31457280,338690048,0.3077845617713574,104243568,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,145101208,0,3577,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testUpdateFlowWithSameNameAsExistingFlow,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.11938494159126596,113980200,4600,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3616072E7,33616072,8323072,2555904,251658240,0.03061701456705729,7705024,3276800,0,1073741824,0.002869337797164917,3080928,23724032,0,-1,0.9623204015236533,22830120,124780544,31457280,338690048,0.31510202508223684,106721920,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,147596272,0,3592,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testUpdateFlowWithSameNameAsExistingFlow,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.11938494159126596,113980200,4600,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3619368E7,33619368,8323072,2555904,251658240,0.030629984537760415,7708288,3276800,0,1073741824,0.002869337797164917,3080928,23724032,0,-1,0.9623217503668854,22830152,124780544,31457280,338690048,0.31510202508223684,106721920,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,147599568,0,3596,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testDeleteBucketWithFlows,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.12198116463792645,116458888,4600,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3622248E7,33622248,8323072,2555904,251658240,0.03064142862955729,7711168,3276800,0,1073741824,0.002869337797164917,3080928,23724032,0,-1,0.962371657566471,22831336,124780544,31457280,338690048,0.3224204804506095,109200608,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,150084368,0,3609,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testDeleteBucketWithFlows,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.12198116463792645,116458888,4600,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3626312E7,33626312,8323072,2555904,251658240,0.030652364095052082,7713920,3276800,0,1073741824,0.002869337797164917,3080928,23724032,0,-1,0.9623770529393991,22831464,124780544,31457280,338690048,0.3224204804506095,109200608,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,150085200,0,3612,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetBucketDoesNotExist,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.12457740444327893,118937592,4600,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.364024E7,33640240,8323072,2555904,251658240,0.030694071451822916,7724416,3276800,0,1073741824,0.002869337797164917,3080928,23724032,0,-1,0.9625588095649171,22835776,124780544,31457280,338690048,0.3297389830598152,111679312,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,152581928,0,3626,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetBucketDoesNotExist,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.12457740444327893,118937592,4600,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3648648E7,33648648,8323072,2555904,251658240,0.03071416219075521,7731520,3276800,0,1073741824,0.002869337797164917,3080928,23724032,0,-1,0.9626630077045926,22838248,124780544,31457280,338690048,0.3297389830598152,111679312,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,152591648,0,3630,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetExistingBucket,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.1271733006954455,121415968,4600,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3669432E7,33669432,8323072,2555904,251658240,0.030793253580729166,7749376,3276800,0,1073741824,0.002869337797164917,3080928,23724032,0,-1,0.9627891245467887,22841240,124780544,31457280,338690048,0.3370565172319442,114157688,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,155091544,0,3645,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetExistingBucket,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.1271733006954455,121415968,4600,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3677016E7,33677016,8323072,2555904,251658240,0.03081487019856771,7754816,3276800,0,1073741824,0.002869337797164917,3080928,23724032,0,-1,0.9627904733900208,22841272,124780544,31457280,338690048,0.3370565172319442,114157688,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,155095016,0,3648,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetLatestSnapshotMetadataWhenNoVersionsExist,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.12976917180957406,123894320,4600,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.369592E7,33696624,8323072,2555904,251658240,0.030874125162760415,7769728,3276800,0,1073741824,0.002869337797164917,3080928,23724032,0,-1,0.9629884161343232,22845968,124780544,31457280,338690048,0.34437398054282364,116636040,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,157592672,0,3662,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetLatestSnapshotMetadataWhenNoVersionsExist,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.12976917180957406,123894320,4600,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3698416E7,33698416,8323072,2555904,251658240,0.03088099161783854,7771456,3276800,0,1073741824,0.002869337797164917,3080928,23724032,0,-1,0.9629911138207873,22846032,124780544,31457280,338690048,0.34437398054282364,116636040,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,157592736,0,3664,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowValid,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.13236504292370263,126372672,4600,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3706104E7,33706104,8323072,2555904,251658240,0.030907185872395833,7778048,3276800,0,1073741824,0.002869337797164917,3080928,23724032,0,-1,0.9630373117014848,22847128,124780544,31457280,338690048,0.3516914438537031,119114392,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,160078776,0,3684,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowValid,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.1349609140378312,128851024,4601,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3722848E7,33722848,8323072,2555904,251658240,0.03095855712890625,7790976,3276800,0,1073741824,0.0028698518872261047,3081480,23724032,0,-1,0.9631748937111533,22850392,124780544,31457280,338690048,0.3590089071645825,121592744,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,162573872,0,3697,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testUpdateBucketWithSameNameAsExistingBucket,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.13755738008552565,131329944,4601,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3724824E7,33724824,8323072,2555904,251658240,0.030961354573567707,7791680,3276800,0,1073741824,0.0028698518872261047,3081480,23724032,0,-1,0.9632285102296271,22851664,124780544,31457280,338690048,0.36632804752503384,124071664,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,165060712,0,3712,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testUpdateBucketWithSameNameAsExistingBucket,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.13755738008552565,131329944,4601,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3735192E7,33735192,8323072,2555904,251658240,0.030999501546223957,7801280,3276800,0,1073741824,0.0028698518872261047,3081480,23724032,0,-1,0.963317533882942,22853776,124780544,31457280,338690048,0.36632804752503384,124071664,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,165068400,0,3715,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowsByBucketExists,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,7,45,0,4,3,0,[],187170816,125829120,954728448,0.13829987393441534,132038824,4601,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3740568E7,33740568,8323072,2555904,251658240,0.031015523274739585,7805312,3276800,0,1073741824,0.0028698518872261047,3081480,23724032,0,-1,0.963317533882942,22853776,124780544,31457280,338690048,0.3684210526315789,124780544,0,52953088,83886080,716177408,0.010134751416230096,7258280,7258280,9437184,5242880,9437184,0.0,0,0,2,0,0,222494720,128385024,954728447,165779392,0,3729,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowsByBucketExists,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.013299379553001442,12697296,4602,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3746512E7,33746512,8323072,2555904,251658240,0.031022389729817707,7807040,3276800,0,1073741824,0.002870418131351471,3082088,23724032,0,-1,0.9634696159573549,22857384,201326592,31457280,346554368,0.011562145423600605,4006912,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,46444832,0,3735,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowWithSameName,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.013299379553001442,12697296,4602,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3766728E7,33766728,8323072,2555904,251658240,0.031073252360026043,7819840,3276800,0,1073741824,0.002870418131351471,3082088,23724032,0,-1,0.9637822103763812,22864800,201326592,31457280,346554368,0.011562145423600605,4006912,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,46464024,0,3755,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowWithSameName,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.013299379553001442,12697296,4602,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.380208E7,33802080,8323072,2555904,251658240,0.03117853800455729,7846336,3276800,0,1073741824,0.002870418131351471,3082088,23724032,0,-1,0.9641555027408495,22873656,201326592,31457280,346554368,0.011562145423600605,4006912,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,50506152,0,3770,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowSnapshotsWhenNoSnapshots,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.017496149858100805,16704072,4602,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.381448E7,33814480,8323072,2555904,251658240,0.031212615966796874,7854912,3276800,0,1073741824,0.002870418131351471,3082088,23724032,0,-1,0.9643166895070787,22877480,201326592,31457280,346554368,0.023123898412384172,8013688,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,50518552,0,3789,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowSnapshotsWhenNoSnapshots,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.0176552987766423,16856016,4604,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3823128E7,33823128,8323072,2555904,251658240,0.031220499674479166,7856896,3276800,0,1073741824,0.002871572971343994,3083328,23724032,0,-1,0.9645453184349102,22882904,201326592,31457280,346554368,0.023562340440620274,8165632,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,50679144,0,3792,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateSnapshotBucketDoesNotExist,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.021852110978471652,20862832,4604,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.384672E7,33846720,8323072,2555904,251658240,0.031265513102213545,7868224,3276800,0,1073741824,0.002871572971343994,3083328,23724032,0,-1,0.9650622626035912,22895168,201326592,31457280,346554368,0.03512420885140885,12172448,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,54709552,0,3804,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateSnapshotBucketDoesNotExist,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.021852110978471652,20862832,4604,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3890472E7,33890472,8323072,2555904,251658240,0.03140869140625,7904256,3276800,0,1073741824,0.002871572971343994,3083328,23724032,0,-1,0.9653876710333218,22902888,201326592,31457280,346554368,0.03512420885140885,12172448,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,54753304,0,3821,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetSnapshotDoesNotExistInPersistenceProvider,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.026048872904225015,24869600,4604,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3890472E7,33890472,8323072,2555904,251658240,0.03140869140625,7904256,3276800,0,1073741824,0.002871572971343994,3083328,23724032,0,-1,0.9653876710333218,22902888,201326592,31457280,346554368,0.04668593875579141,16179216,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,58760072,0,3834,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetSnapshotDoesNotExistInPersistenceProvider,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.026048872904225015,24869600,4604,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.389428E7,33894280,8323072,2555904,251658240,0.03141708374023437,7906368,3276800,0,1073741824,0.002871572971343994,3083328,23724032,0,-1,0.9654591597246202,22904584,201326592,31457280,346554368,0.04668593875579141,16179216,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,58763880,0,3838,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowExists,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.026048872904225015,24869600,4604,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3917184E7,33917184,8323072,2555904,251658240,0.0314422607421875,7912704,3276800,0,1073741824,0.002871572971343994,3083328,23724032,0,-1,0.9661575233080111,22921152,201326592,31457280,346554368,0.04668593875579141,16179216,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,58786784,0,3853,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowExists,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.026048872904225015,24869600,4604,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3917216E7,33917216,8323072,2555904,251658240,0.0314422607421875,7912704,3276800,0,1073741824,0.002871572971343994,3083328,23724032,0,-1,0.9661588721512431,22921184,201326592,31457280,346554368,0.04668593875579141,16179216,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,62794568,0,3855,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowSnapshots,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.03024666548953614,28877352,4604,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3954088E7,33954088,8323072,2555904,251658240,0.031579081217447916,7947136,3276800,0,1073741824,0.002871572971343994,3083328,23724032,0,-1,0.9662617214476865,22923624,201326592,31457280,346554368,0.058250508041497256,20186968,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,62831440,0,3869,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testGetFlowSnapshots,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.03024666548953614,28877352,4604,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3957768E7,33957768,8323072,2555904,251658240,0.03159281412760417,7950592,3276800,0,1073741824,0.002871572971343994,3083328,23724032,0,-1,0.9662711633503108,22923848,201326592,31457280,346554368,0.058250508041497256,20186968,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,62835120,0,3873,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowBucketDoesNotExist,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.03444354472613348,32884232,4604,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.3989384E7,33989384,8323072,2555904,251658240,0.031695556640625,7976448,3276800,0,1073741824,0.002871572971343994,3083328,23724032,0,-1,0.9665139551320787,22929608,201326592,31457280,346554368,0.06981256112749386,24193848,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,66884224,0,3891,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowBucketDoesNotExist,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.03444354472613348,32884232,4605,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.4032752E7,34032752,8323072,2555904,251658240,0.031813557942708334,8006144,3276800,0,1073741824,0.002872087061405182,3083880,23724032,0,-1,0.9670669808572169,22942728,201326592,31457280,346554368,0.06981256112749386,24193848,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,66922792,0,3907,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowInvalid,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,before,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.03864029827254084,36890992,4605,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.4047168E7,34047168,8323072,2555904,251658240,0.03186442057291667,8018944,3276800,0,1073741824,0.002872087061405182,3083880,23724032,0,-1,0.9671350974404351,22944344,201326592,31457280,346554368,0.08137426794747542,28200608,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,70938160,0,3920,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
org.apache.nifi.registry.service.TestRegistryService.testCreateFlowInvalid,nifi-registry,f1e5aef7bef7d4f5ec89b2347e6a6c7e78aa589c,0,after,1,31,8,47,0,4,3,0,[],255852544,125829120,954728448,0.03864029827254084,36890992,4605,16924@christian-ThinkPad-X250,0,35323904,2555904,-1,-3.4067456E7,34067456,8323072,2555904,251658240,0.03191680908203125,8032128,3276800,0,1073741824,0.002872087061405182,3083880,23724032,0,-1,0.9674345406379489,22951448,201326592,31457280,346554368,0.08137426794747542,28200608,0,52953088,83886080,716177408,0.010146189922818677,7266472,7258280,1572864,5242880,1572864,0.9052988688151041,1423912,1423912,2,0,0,291176448,128385024,954728447,70958448,0,3936,AdoptOpenJDK OpenJDK 64-Bit Server VM 25.242-b08 (1.8),2
